# Omega_m            S8              h               H0rc       sigma8                     A_s                        B0
3.1315000e-01	8.3954000e-01	6.7370000e-01	inf	8.2172000e-01	2.1603400e-09/2.0969200e-09	-0.0000000e+00
5.4725000e-01	6.6642000e-01	7.8699000e-01	7.2533359e-01	4.9342000e-01	5.4908900e-10/2.7977310e-10	-6.0217200e-06
5.3961000e-01	8.5542000e-01	6.8393000e-01	8.1160526e-01	6.3783000e-01	1.2574800e-09/6.3000749e-10	-5.1699400e-06
1.0721000e-01	7.3513000e-01	6.1090000e-01	7.6647014e-01	1.2297400e+00	6.0704600e-09/6.0455634e-08	-3.6001400e-06
3.1592000e-01	6.1685000e-01	6.8845000e-01	3.9961517e+00	6.0111000e-01	1.1002400e-09/1.0554600e-09	-1.0576600e-06
1.5741000e-01	6.6044000e-01	7.1067000e-01	3.7374515e-01	9.1175000e-01	2.3550800e-09/8.3515000e-09	-1.3711400e-05
3.5339000e-01	7.8021000e-01	7.8052000e-01	5.6467380e-01	7.1886000e-01	1.1869500e-09/9.8119635e-10	-7.0803300e-06
1.1240000e-01	7.5539000e-01	7.9318000e-01	2.4999999e-01	1.2341300e+00	3.3761900e-09/2.9843197e-08	-3.4056200e-05
3.9303000e-01	8.2585000e-01	7.5200000e-01	6.7112915e+00	7.2152000e-01	1.2988700e-09/9.3434406e-10	-1.0120400e-06
1.8096000e-01	8.0599000e-01	7.6132000e-01	3.3056549e+00	1.0377600e+00	2.6142000e-09/6.7784175e-09	-1.0596700e-06
4.2927000e-01	6.0228000e-01	7.7667000e-01	6.2131576e-01	5.0350000e-01	5.8869800e-10/3.8298721e-10	-6.7072400e-06
4.0249000e-01	6.4312000e-01	6.9120000e-01	1.7208305e+00	5.5523000e-01	9.3021600e-10/6.4387578e-10	-1.9196100e-06
2.1286000e-01	8.9867000e-01	7.0661000e-01	4.7330951e-01	1.0668700e+00	3.2667200e-09/6.0971800e-09	-8.4671600e-06
3.4671000e-01	8.4059000e-01	7.0056000e-01	3.6028756e-01	7.8191000e-01	1.7892400e-09/1.5056730e-09	-1.6991100e-05
1.5464000e-01	6.7050000e-01	7.7273000e-01	6.5314349e-01	9.3390000e-01	2.0483300e-09/7.5841000e-09	-4.6335200e-06
2.8172000e-01	6.9158000e-01	6.4968000e-01	5.9191245e-01	7.1367000e-01	1.7715700e-09/2.0203347e-09	-6.3069900e-06
3.7032000e-01	6.8066000e-01	7.6204000e-01	8.6133689e-01	6.1264000e-01	9.0916400e-10/7.0570537e-10	-3.8425100e-06
4.1627000e-01	8.7454000e-01	6.3427000e-01	3.3546790e-01	7.4242000e-01	2.0268300e-09/1.3318438e-09	-2.0900000e-05
3.2331000e-01	8.9266000e-01	8.1749000e-01	6.8769779e-01	8.5987000e-01	1.5338500e-09/1.4358185e-09	-4.8515300e-06
4.7784000e-01	7.1183000e-01	6.6724000e-01	4.9385261e-01	5.6403000e-01	1.0405500e-09/5.8766237e-10	-1.0505300e-05
2.0509000e-01	6.2541000e-01	6.4437000e-01	5.3937606e-01	7.5641000e-01	2.0282500e-09/4.0655717e-09	-6.8672100e-06
4.4103000e-01	6.0912000e-01	6.2046000e-01	5.1582545e-01	5.0237000e-01	9.7691900e-10/5.9701082e-10	-9.3064300e-06
4.6403000e-01	7.2906000e-01	8.0296000e-01	1.5614883e+00	5.8620000e-01	7.4145800e-10/4.4515427e-10	-2.1659300e-06
1.3644000e-01	8.4862000e-01	6.2473000e-01	2.4363586e+00	1.2583700e+00	6.0320100e-09/3.0350300e-08	-1.1675600e-06
1.8832000e-01	6.7659000e-01	8.0174000e-01	3.2400550e-01	8.5396000e-01	1.5787700e-09/3.7616321e-09	-1.9423200e-05
1.2066000e-01	8.3454000e-01	6.9563000e-01	9.1638755e-01	1.3159100e+00	5.1494600e-09/3.6459500e-08	-2.7002900e-06
2.8854000e-01	6.4070000e-01	7.3943000e-01	4.3600749e-01	6.5331000e-01	1.1058000e-09/1.2203741e-09	-1.1107900e-05
4.5016000e-01	8.8492000e-01	7.1954000e-01	2.8350257e-01	7.2241000e-01	1.4375800e-09/6.5588558e-10	-3.2820900e-05
1.7155000e-01	8.6159000e-01	6.2768000e-01	1.4266319e+00	1.1393600e+00	4.8910900e-09/1.4224562e-08	-1.8083700e-06
5.1949000e-01	7.8399000e-01	7.4473000e-01	4.0304870e-01	5.9577000e-01	9.0504600e-10/4.7863258e-10	-1.5885500e-05
4.3909000e-01	7.4195000e-01	6.7856000e-01	1.3110542e+00	6.1327000e-01	1.1837000e-09/7.3678485e-10	-2.6501800e-06
4.9786000e-01	7.5088000e-01	8.0806000e-01	1.2109268e+00	5.8288000e-01	7.2296100e-10/4.0461826e-10	-2.9264600e-06
4.0909000e-01	6.3268000e-01	7.3799000e-01	1.9119247e+00	5.4179000e-01	7.6384300e-10/5.2234726e-10	-1.7470700e-06
2.3227000e-01	7.6052000e-01	6.0028000e-01	3.0275821e-01	8.6433000e-01	3.1249800e-09/4.9424886e-09	-2.3053300e-05
3.8390000e-01	6.9201000e-01	6.5570000e-01	1.0461807e+00	6.1174000e-01	1.2742100e-09/9.3069360e-10	-3.1636300e-06
2.6234000e-01	8.2914000e-01	7.6998000e-01	2.8097107e+00	8.8665000e-01	1.8609500e-09/2.3942935e-09	-1.2559800e-06
2.5453000e-01	7.0200000e-01	6.6918000e-01	3.1311535e-01	7.6212000e-01	1.8872200e-09/2.5476068e-09	-2.1986800e-05
2.9762000e-01	7.9031000e-01	6.7300000e-01	9.7763938e-01	7.9347000e-01	2.0191400e-09/2.1161710e-09	-3.0361500e-06
2.2423000e-01	7.6866000e-01	6.4603000e-01	3.4754609e-01	8.8911000e-01	2.7856100e-09/4.7087700e-09	-1.6687100e-05
3.0799000e-01	7.1985000e-01	6.6001000e-01	2.1452301e+00	7.1046000e-01	1.6928700e-09/1.6825555e-09	-1.5255900e-06
5.1288000e-01	8.0849000e-01	7.9098000e-01	4.5406608e-01	6.1834000e-01	8.5274500e-10/4.6191619e-10	-1.2724500e-05
1.4061000e-01	8.0186000e-01	7.3101000e-01	3.8797721e-01	1.1712500e+00	3.6468200e-09/1.7079600e-08	-1.2009300e-05
3.3782000e-01	7.0781000e-01	7.2256000e-01	5.0231812e+00	6.6702000e-01	1.2140900e-09/1.0613640e-09	-1.0688800e-06
5.2520000e-01	8.7924000e-01	8.1347000e-01	2.7454127e-01	6.6452000e-01	9.2598000e-10/4.9317970e-10	-3.8408700e-05
1.9435000e-01	8.1870000e-01	6.3911000e-01	2.5781425e-01	1.0171700e+00	3.7379800e-09/8.3436683e-09	-3.2013600e-05
2.6963000e-01	8.6618000e-01	7.5511000e-01	4.1903190e-01	9.1366000e-01	2.0636800e-09/2.5376779e-09	-1.1893700e-05
4.9135000e-01	6.5176000e-01	6.0766000e-01	2.6598691e-01	5.0927000e-01	1.0541500e-09/5.6791999e-10	-4.0959400e-05
4.7207000e-01	7.2827000e-01	6.1562000e-01	1.1233704e+00	5.8056000e-01	1.3288000e-09/7.5001892e-10	-3.2225700e-06
2.4424000e-01	7.7304000e-01	7.1436000e-01	1.0000000e+01	8.5676000e-01	2.0553100e-09/2.9830713e-09	-8.1844800e-07
3.6187000e-01	6.1856000e-01	7.2861000e-01	2.9289817e-01	5.6321000e-01	8.4948800e-10/6.7696524e-10	-2.7804400e-05
